head,relation,tail
P0451,belongs_to_brand,B031
P0451,belongs_to_category,C076
P0452,belongs_to_brand,B188
P0452,belongs_to_category,C086
P0453,belongs_to_brand,B293
P0453,belongs_to_category,C108
P0454,belongs_to_brand,B048
P0454,belongs_to_category,C144
P0455,belongs_to_brand,B264
P0455,belongs_to_category,C106
P0456,belongs_to_brand,B253
P0456,belongs_to_category,C008
P0457,belongs_to_brand,B107
P0457,belongs_to_category,C115
P0458,belongs_to_brand,B297
P0458,belongs_to_category,C089
P0459,belongs_to_brand,B120
P0459,belongs_to_category,C043
P0460,belongs_to_brand,B298
P0460,belongs_to_category,C083
P0461,belongs_to_brand,B090
P0461,belongs_to_category,C051
P0462,belongs_to_brand,B264
P0462,belongs_to_category,C177
P0463,belongs_to_brand,B177
P0463,belongs_to_category,C073
P0464,belongs_to_brand,B052
P0464,belongs_to_category,C019
P0465,belongs_to_brand,B238
P0465,belongs_to_category,C045
P0466,belongs_to_brand,B052
P0466,belongs_to_category,C085
P0467,belongs_to_brand,B064
P0467,belongs_to_category,C152
P0468,belongs_to_brand,B068
P0468,belongs_to_category,C051
P0469,belongs_to_brand,B105
P0469,belongs_to_category,C039
P0470,belongs_to_brand,B017
P0470,belongs_to_category,C065
P0471,belongs_to_brand,B194
P0471,belongs_to_category,C011
P0472,belongs_to_brand,B118
P0472,belongs_to_category,C099
P0473,belongs_to_brand,B106
P0473,belongs_to_category,C070
P0474,belongs_to_brand,B212
P0474,belongs_to_category,C174
P0475,belongs_to_brand,B192
P0475,belongs_to_category,C166
P0476,belongs_to_brand,B187
P0476,belongs_to_category,C185
P0477,belongs_to_brand,B206
P0477,belongs_to_category,C018
P0478,belongs_to_brand,B280
P0478,belongs_to_category,C151
P0479,belongs_to_brand,B087
P0479,belongs_to_category,C009
P0480,belongs_to_brand,B184
P0480,belongs_to_category,C024
P0481,belongs_to_brand,B116
P0481,belongs_to_category,C068
P0482,belongs_to_brand,B066
P0482,belongs_to_category,C121
P0483,belongs_to_brand,B195
P0483,belongs_to_category,C171
P0484,belongs_to_brand,B134
P0484,belongs_to_category,C011
P0485,belongs_to_brand,B186
P0485,belongs_to_category,C137
P0486,belongs_to_brand,B072
P0486,belongs_to_category,C013
P0487,belongs_to_brand,B147
P0487,belongs_to_category,C085
P0488,belongs_to_brand,B086
P0488,belongs_to_category,C039
P0489,belongs_to_brand,B184
P0489,belongs_to_category,C081
P0490,belongs_to_brand,B207
P0490,belongs_to_category,C011
P0491,belongs_to_brand,B008
P0491,belongs_to_category,C057
P0492,belongs_to_brand,B271
P0492,belongs_to_category,C093
P0493,belongs_to_brand,B186
P0493,belongs_to_category,C121
P0494,belongs_to_brand,B137
P0494,belongs_to_category,C050
P0495,belongs_to_brand,B191
P0495,belongs_to_category,C009
P0496,belongs_to_brand,B171
P0496,belongs_to_category,C056
P0497,belongs_to_brand,B122
P0497,belongs_to_category,C102
P0498,belongs_to_brand,B284
P0498,belongs_to_category,C151
P0499,belongs_to_brand,B133
P0499,belongs_to_category,C142
P0500,belongs_to_brand,B271
P0500,belongs_to_category,C076
P0501,belongs_to_brand,B286
P0501,belongs_to_category,C148
P0502,belongs_to_brand,B184
P0502,belongs_to_category,C088
P0503,belongs_to_brand,B268
P0503,belongs_to_category,C051
P0504,belongs_to_brand,B064
P0504,belongs_to_category,C159
P0505,belongs_to_brand,B295
P0505,belongs_to_category,C000
P0506,belongs_to_brand,B155
P0506,belongs_to_category,C002
P0507,belongs_to_brand,B013
P0507,belongs_to_category,C094
P0508,belongs_to_brand,B007
P0508,belongs_to_category,C080
P0509,belongs_to_brand,B200
P0509,belongs_to_category,C173
P0510,belongs_to_brand,B019
P0510,belongs_to_category,C132
P0511,belongs_to_brand,B273
P0511,belongs_to_category,C082
P0512,belongs_to_brand,B068
P0512,belongs_to_category,C191
P0513,belongs_to_brand,B148
P0513,belongs_to_category,C043
P0514,belongs_to_brand,B122
P0514,belongs_to_category,C064
P0515,belongs_to_brand,B122
P0515,belongs_to_category,C102
P0516,belongs_to_brand,B053
P0516,belongs_to_category,C146
P0517,belongs_to_brand,B288
P0517,belongs_to_category,C109
P0518,belongs_to_brand,B126
P0518,belongs_to_category,C189
P0519,belongs_to_brand,B040
P0519,belongs_to_category,C087
P0520,belongs_to_brand,B075
P0520,belongs_to_category,C077
P0521,belongs_to_brand,B280
P0521,belongs_to_category,C039
P0522,belongs_to_brand,B073
P0522,belongs_to_category,C034
P0523,belongs_to_brand,B210
P0523,belongs_to_category,C141
P0524,belongs_to_brand,B001
P0524,belongs_to_category,C069
P0525,belongs_to_brand,B147
P0525,belongs_to_category,C162
P0526,belongs_to_brand,B074
P0526,belongs_to_category,C034
P0527,belongs_to_brand,B147
P0527,belongs_to_category,C043
P0528,belongs_to_brand,B118
P0528,belongs_to_category,C038
P0529,belongs_to_brand,B028
P0529,belongs_to_category,C198
P0530,belongs_to_brand,B097
P0530,belongs_to_category,C024
P0531,belongs_to_brand,B087
P0531,belongs_to_category,C134
P0532,belongs_to_brand,B120
P0532,belongs_to_category,C067
P0533,belongs_to_brand,B250
P0533,belongs_to_category,C164
P0534,belongs_to_brand,B119
P0534,belongs_to_category,C182
P0535,belongs_to_brand,B082
P0535,belongs_to_category,C194
P0536,belongs_to_brand,B059
P0536,belongs_to_category,C097
P0537,belongs_to_brand,B094
P0537,belongs_to_category,C105
P0538,belongs_to_brand,B265
P0538,belongs_to_category,C188
P0539,belongs_to_brand,B249
P0539,belongs_to_category,C188
P0540,belongs_to_brand,B028
P0540,belongs_to_category,C073
P0541,belongs_to_brand,B296
P0541,belongs_to_category,C117
P0542,belongs_to_brand,B035
P0542,belongs_to_category,C096
P0543,belongs_to_brand,B096
P0543,belongs_to_category,C141
P0544,belongs_to_brand,B027
P0544,belongs_to_category,C010
P0545,belongs_to_brand,B192
P0545,belongs_to_category,C060
P0546,belongs_to_brand,B096
P0546,belongs_to_category,C124
P0547,belongs_to_brand,B240
P0547,belongs_to_category,C108
P0548,belongs_to_brand,B035
P0548,belongs_to_category,C107
P0549,belongs_to_brand,B095
P0549,belongs_to_category,C109
P0550,belongs_to_brand,B164
P0550,belongs_to_category,C074
P0551,belongs_to_brand,B230
P0551,belongs_to_category,C181
P0552,belongs_to_brand,B278
P0552,belongs_to_category,C050
P0553,belongs_to_brand,B153
P0553,belongs_to_category,C176
P0554,belongs_to_brand,B143
P0554,belongs_to_category,C016
P0555,belongs_to_brand,B081
P0555,belongs_to_category,C152
P0556,belongs_to_brand,B271
P0556,belongs_to_category,C041
P0557,belongs_to_brand,B267
P0557,belongs_to_category,C050
P0558,belongs_to_brand,B256
P0558,belongs_to_category,C050
P0559,belongs_to_brand,B083
P0559,belongs_to_category,C184
P0560,belongs_to_brand,B014
P0560,belongs_to_category,C153
P0561,belongs_to_brand,B014
P0561,belongs_to_category,C124
P0562,belongs_to_brand,B049
P0562,belongs_to_category,C010
P0563,belongs_to_brand,B087
P0563,belongs_to_category,C019
P0564,belongs_to_brand,B094
P0564,belongs_to_category,C041
P0565,belongs_to_brand,B189
P0565,belongs_to_category,C064
P0566,belongs_to_brand,B013
P0566,belongs_to_category,C172
P0567,belongs_to_brand,B116
P0567,belongs_to_category,C147
P0568,belongs_to_brand,B143
P0568,belongs_to_category,C008
P0569,belongs_to_brand,B096
P0569,belongs_to_category,C177
P0570,belongs_to_brand,B057
P0570,belongs_to_category,C071
P0571,belongs_to_brand,B283
P0571,belongs_to_category,C087
P0572,belongs_to_brand,B267
P0572,belongs_to_category,C053
P0573,belongs_to_brand,B040
P0573,belongs_to_category,C159
P0574,belongs_to_brand,B124
P0574,belongs_to_category,C087
P0575,belongs_to_brand,B137
P0575,belongs_to_category,C148
P0576,belongs_to_brand,B292
P0576,belongs_to_category,C092
P0577,belongs_to_brand,B094
P0577,belongs_to_category,C130
P0578,belongs_to_brand,B115
P0578,belongs_to_category,C033
P0579,belongs_to_brand,B002
P0579,belongs_to_category,C003
P0580,belongs_to_brand,B215
P0580,belongs_to_category,C143
P0581,belongs_to_brand,B223
P0581,belongs_to_category,C142
P0582,belongs_to_brand,B152
P0582,belongs_to_category,C128
P0583,belongs_to_brand,B238
P0583,belongs_to_category,C072
P0584,belongs_to_brand,B050
P0584,belongs_to_category,C043
P0585,belongs_to_brand,B187
P0585,belongs_to_category,C189
P0586,belongs_to_brand,B021
P0586,belongs_to_category,C092
P0587,belongs_to_brand,B069
P0587,belongs_to_category,C146
P0588,belongs_to_brand,B000
P0588,belongs_to_category,C117
P0589,belongs_to_brand,B066
P0589,belongs_to_category,C085
P0590,belongs_to_brand,B135
P0590,belongs_to_category,C162
P0591,belongs_to_brand,B031
P0591,belongs_to_category,C028
P0592,belongs_to_brand,B210
P0592,belongs_to_category,C090
P0593,belongs_to_brand,B073
P0593,belongs_to_category,C018
P0594,belongs_to_brand,B215
P0594,belongs_to_category,C114
P0595,belongs_to_brand,B291
P0595,belongs_to_category,C165
P0596,belongs_to_brand,B160
P0596,belongs_to_category,C012
P0597,belongs_to_brand,B247
P0597,belongs_to_category,C077
P0598,belongs_to_brand,B217
P0598,belongs_to_category,C051
P0599,belongs_to_brand,B147
P0599,belongs_to_category,C043
P0600,belongs_to_brand,B101
P0600,belongs_to_category,C194
P0601,belongs_to_brand,B220
P0601,belongs_to_category,C006
P0602,belongs_to_brand,B115
P0602,belongs_to_category,C185
P0603,belongs_to_brand,B034
P0603,belongs_to_category,C162
P0604,belongs_to_brand,B030
P0604,belongs_to_category,C076
P0605,belongs_to_brand,B036
P0605,belongs_to_category,C122
P0606,belongs_to_brand,B136
P0606,belongs_to_category,C182
P0607,belongs_to_brand,B033
P0607,belongs_to_category,C011
P0608,belongs_to_brand,B126
P0608,belongs_to_category,C136
P0609,belongs_to_brand,B186
P0609,belongs_to_category,C158
P0610,belongs_to_brand,B095
P0610,belongs_to_category,C191
P0611,belongs_to_brand,B205
P0611,belongs_to_category,C041
P0612,belongs_to_brand,B224
P0612,belongs_to_category,C072
P0613,belongs_to_brand,B222
P0613,belongs_to_category,C015
P0614,belongs_to_brand,B144
P0614,belongs_to_category,C074
P0615,belongs_to_brand,B119
P0615,belongs_to_category,C160
P0616,belongs_to_brand,B015
P0616,belongs_to_category,C168
P0617,belongs_to_brand,B020
P0617,belongs_to_category,C188
P0618,belongs_to_brand,B018
P0618,belongs_to_category,C187
P0619,belongs_to_brand,B148
P0619,belongs_to_category,C075
P0620,belongs_to_brand,B200
P0620,belongs_to_category,C095
P0621,belongs_to_brand,B053
P0621,belongs_to_category,C032
P0622,belongs_to_brand,B010
P0622,belongs_to_category,C078
P0623,belongs_to_brand,B299
P0623,belongs_to_category,C065
P0624,belongs_to_brand,B031
P0624,belongs_to_category,C168
P0625,belongs_to_brand,B098
P0625,belongs_to_category,C178
P0626,belongs_to_brand,B150
P0626,belongs_to_category,C187
P0627,belongs_to_brand,B145
P0627,belongs_to_category,C007
P0628,belongs_to_brand,B212
P0628,belongs_to_category,C004
P0629,belongs_to_brand,B043
P0629,belongs_to_category,C067
P0630,belongs_to_brand,B234
P0630,belongs_to_category,C015
P0631,belongs_to_brand,B105
P0631,belongs_to_category,C175
P0632,belongs_to_brand,B189
P0632,belongs_to_category,C089
P0633,belongs_to_brand,B045
P0633,belongs_to_category,C055
P0634,belongs_to_brand,B162
P0634,belongs_to_category,C140
P0635,belongs_to_brand,B007
P0635,belongs_to_category,C106
P0636,belongs_to_brand,B183
P0636,belongs_to_category,C113
P0637,belongs_to_brand,B059
P0637,belongs_to_category,C068
P0638,belongs_to_brand,B036
P0638,belongs_to_category,C088
P0639,belongs_to_brand,B290
P0639,belongs_to_category,C005
P0640,belongs_to_brand,B067
P0640,belongs_to_category,C068
P0641,belongs_to_brand,B079
P0641,belongs_to_category,C013
P0642,belongs_to_brand,B117
P0642,belongs_to_category,C199
P0643,belongs_to_brand,B053
P0643,belongs_to_category,C029
P0644,belongs_to_brand,B040
P0644,belongs_to_category,C030
P0645,belongs_to_brand,B241
P0645,belongs_to_category,C044
P0646,belongs_to_brand,B106
P0646,belongs_to_category,C065
P0647,belongs_to_brand,B098
P0647,belongs_to_category,C157
P0648,belongs_to_brand,B201
P0648,belongs_to_category,C009
P0649,belongs_to_brand,B005
P0649,belongs_to_category,C083
P0650,belongs_to_brand,B255
P0650,belongs_to_category,C178
P0651,belongs_to_brand,B110
P0651,belongs_to_category,C089
P0652,belongs_to_brand,B102
P0652,belongs_to_category,C127
P0653,belongs_to_brand,B074
P0653,belongs_to_category,C047
P0654,belongs_to_brand,B164
P0654,belongs_to_category,C037
P0655,belongs_to_brand,B156
P0655,belongs_to_category,C139
P0656,belongs_to_brand,B010
P0656,belongs_to_category,C076
P0657,belongs_to_brand,B017
P0657,belongs_to_category,C184
P0658,belongs_to_brand,B065
P0658,belongs_to_category,C172
P0659,belongs_to_brand,B208
P0659,belongs_to_category,C060
P0660,belongs_to_brand,B007
P0660,belongs_to_category,C172
P0661,belongs_to_brand,B050
P0661,belongs_to_category,C019
P0662,belongs_to_brand,B030
P0662,belongs_to_category,C197
P0663,belongs_to_brand,B231
P0663,belongs_to_category,C042
P0664,belongs_to_brand,B069
P0664,belongs_to_category,C150
P0665,belongs_to_brand,B266
P0665,belongs_to_category,C132
P0666,belongs_to_brand,B039
P0666,belongs_to_category,C187
P0667,belongs_to_brand,B076
P0667,belongs_to_category,C159
P0668,belongs_to_brand,B098
P0668,belongs_to_category,C067
P0669,belongs_to_brand,B076
P0669,belongs_to_category,C011
P0670,belongs_to_brand,B088
P0670,belongs_to_category,C066
P0671,belongs_to_brand,B221
P0671,belongs_to_category,C136
P0672,belongs_to_brand,B142
P0672,belongs_to_category,C111
P0673,belongs_to_brand,B019
P0673,belongs_to_category,C021
P0674,belongs_to_brand,B087
P0674,belongs_to_category,C196
P0675,belongs_to_brand,B239
P0675,belongs_to_category,C178
P0676,belongs_to_brand,B009
P0676,belongs_to_category,C048
P0677,belongs_to_brand,B241
P0677,belongs_to_category,C126
P0678,belongs_to_brand,B197
P0678,belongs_to_category,C169
P0679,belongs_to_brand,B034
P0679,belongs_to_category,C129
P0680,belongs_to_brand,B261
P0680,belongs_to_category,C000
P0681,belongs_to_brand,B027
P0681,belongs_to_category,C064
P0682,belongs_to_brand,B183
P0682,belongs_to_category,C162
P0683,belongs_to_brand,B049
P0683,belongs_to_category,C048
P0684,belongs_to_brand,B091
P0684,belongs_to_category,C147
P0685,belongs_to_brand,B127
P0685,belongs_to_category,C171
P0686,belongs_to_brand,B042
P0686,belongs_to_category,C098
P0687,belongs_to_brand,B083
P0687,belongs_to_category,C164
P0688,belongs_to_brand,B077
P0688,belongs_to_category,C114
P0689,belongs_to_brand,B059
P0689,belongs_to_category,C187
P0690,belongs_to_brand,B205
P0690,belongs_to_category,C097
P0691,belongs_to_brand,B216
P0691,belongs_to_category,C150
P0692,belongs_to_brand,B010
P0692,belongs_to_category,C022
P0693,belongs_to_brand,B122
P0693,belongs_to_category,C000
P0694,belongs_to_brand,B290
P0694,belongs_to_category,C190
P0695,belongs_to_brand,B247
P0695,belongs_to_category,C100
P0696,belongs_to_brand,B270
P0696,belongs_to_category,C005
P0697,belongs_to_brand,B111
P0697,belongs_to_category,C052
P0698,belongs_to_brand,B200
P0698,belongs_to_category,C011
P0699,belongs_to_brand,B252
P0699,belongs_to_category,C164
P0700,belongs_to_brand,B174
P0700,belongs_to_category,C183
P0701,belongs_to_brand,B013
P0701,belongs_to_category,C134
P0702,belongs_to_brand,B024
P0702,belongs_to_category,C086
P0703,belongs_to_brand,B111
P0703,belongs_to_category,C140
P0704,belongs_to_brand,B095
P0704,belongs_to_category,C160
P0705,belongs_to_brand,B258
P0705,belongs_to_category,C177
P0706,belongs_to_brand,B189
P0706,belongs_to_category,C089
P0707,belongs_to_brand,B039
P0707,belongs_to_category,C079
P0708,belongs_to_brand,B034
P0708,belongs_to_category,C198
P0709,belongs_to_brand,B108
P0709,belongs_to_category,C066
P0710,belongs_to_brand,B024
P0710,belongs_to_category,C100
P0711,belongs_to_brand,B092
P0711,belongs_to_category,C178
P0712,belongs_to_brand,B204
P0712,belongs_to_category,C112
P0713,belongs_to_brand,B258
P0713,belongs_to_category,C195
P0714,belongs_to_brand,B274
P0714,belongs_to_category,C156
P0715,belongs_to_brand,B267
P0715,belongs_to_category,C126
P0716,belongs_to_brand,B068
P0716,belongs_to_category,C060
P0717,belongs_to_brand,B226
P0717,belongs_to_category,C115
P0718,belongs_to_brand,B244
P0718,belongs_to_category,C030
P0719,belongs_to_brand,B190
P0719,belongs_to_category,C085
P0720,belongs_to_brand,B096
P0720,belongs_to_category,C071
P0721,belongs_to_brand,B101
P0721,belongs_to_category,C086
P0722,belongs_to_brand,B228
P0722,belongs_to_category,C085
P0723,belongs_to_brand,B164
P0723,belongs_to_category,C045
P0724,belongs_to_brand,B201
P0724,belongs_to_category,C143
P0725,belongs_to_brand,B030
P0725,belongs_to_category,C149
P0726,belongs_to_brand,B149
P0726,belongs_to_category,C126
P0727,belongs_to_brand,B184
P0727,belongs_to_category,C113
P0728,belongs_to_brand,B104
P0728,belongs_to_category,C094
P0729,belongs_to_brand,B161
P0729,belongs_to_category,C019
P0730,belongs_to_brand,B252
P0730,belongs_to_category,C169
P0731,belongs_to_brand,B069
P0731,belongs_to_category,C153
P0732,belongs_to_brand,B053
P0732,belongs_to_category,C132
P0733,belongs_to_brand,B279
P0733,belongs_to_category,C117
P0734,belongs_to_brand,B252
P0734,belongs_to_category,C053
P0735,belongs_to_brand,B059
P0735,belongs_to_category,C000
P0736,belongs_to_brand,B073
P0736,belongs_to_category,C162
P0737,belongs_to_brand,B077
P0737,belongs_to_category,C128
P0738,belongs_to_brand,B049
P0738,belongs_to_category,C065
P0739,belongs_to_brand,B012
P0739,belongs_to_category,C002
P0740,belongs_to_brand,B250
P0740,belongs_to_category,C088
P0741,belongs_to_brand,B205
P0741,belongs_to_category,C029
P0742,belongs_to_brand,B009
P0742,belongs_to_category,C144
P0743,belongs_to_brand,B159
P0743,belongs_to_category,C066
P0744,belongs_to_brand,B114
P0744,belongs_to_category,C071
P0745,belongs_to_brand,B204
P0745,belongs_to_category,C190
P0746,belongs_to_brand,B072
P0746,belongs_to_category,C111
P0747,belongs_to_brand,B227
P0747,belongs_to_category,C119
P0748,belongs_to_brand,B009
P0748,belongs_to_category,C026
P0749,belongs_to_brand,B019
P0749,belongs_to_category,C199
P0750,belongs_to_brand,B092
P0750,belongs_to_category,C004
P0751,belongs_to_brand,B182
P0751,belongs_to_category,C105
P0752,belongs_to_brand,B072
P0752,belongs_to_category,C149
P0753,belongs_to_brand,B276
P0753,belongs_to_category,C098
P0754,belongs_to_brand,B294
P0754,belongs_to_category,C064
P0755,belongs_to_brand,B299
P0755,belongs_to_category,C171
P0756,belongs_to_brand,B097
P0756,belongs_to_category,C090
P0757,belongs_to_brand,B021
P0757,belongs_to_category,C136
P0758,belongs_to_brand,B150
P0758,belongs_to_category,C138
P0759,belongs_to_brand,B043
P0759,belongs_to_category,C105
P0760,belongs_to_brand,B130
P0760,belongs_to_category,C077
P0761,belongs_to_brand,B225
P0761,belongs_to_category,C171
P0762,belongs_to_brand,B018
